study_name,dataset_name,variable_name,concept_name
gip,GIP_W36_V1,CF36081,CFxx081
gip,GIP_W36_V1,rndCF36082,rndCFxx082
gip,GIP_W36_V1,CF36082,CFxx082
gip,GIP_W36_V1,rndCF36083,rndCFxx083
gip,GIP_W36_V1,CF36083,CFxx083
gip,GIP_W36_V1,rndCF36084,rndCFxx084
gip,GIP_W36_V1,CF36084,CFxx084
gip,GIP_W36_V1,expCF36085,expCFxx085
gip,GIP_W36_V1,CF36086,CFxx086
gip,GIP_W36_V1,CF36087_a,CFxx087_a
gip,GIP_W36_V1,CF36087_b,CFxx087_b
gip,GIP_W36_V1,CF36087_c,CFxx087_c
gip,GIP_W36_V1,CF36087_d,CFxx087_d
gip,GIP_W36_V1,CF36087_e,CFxx087_e
gip,GIP_W36_V1,CF36087_f,CFxx087_f
gip,GIP_W36_V1,CF36087_g,CFxx087_g
gip,GIP_W36_V1,CF36087_h,CFxx087_h
gip,GIP_W36_V1,CF36087_i,CFxx087_i
gip,GIP_W36_V1,CF36087_j,CFxx087_j
gip,GIP_W36_V1,CF36087_k,CFxx087_k
gip,GIP_W36_V1,CF36087_l,CFxx087_l
gip,GIP_W36_V1,CF36040,CFxx040
gip,GIP_W36_V1,CF36002,CFxx002
gip,GIP_W36_V1,CF36003,CFxx003
gip,GIP_W36_V1,expCF36004,expCFxx004
gip,GIP_W36_V1,CF36004,CFxx004
gip,GIP_W36_V1,CF36012,CFxx012
gip,GIP_W36_V1,rndZJ36032,rndZJxx032
gip,GIP_W36_V1,ZJ36032,ZJxx032
gip,GIP_W36_V1,CE36152,CExx152
gip,GIP_W36_V1,CE36300,CExx300
gip,GIP_W36_V1,CE36233,CExx233
gip,GIP_W36_V1,CE36307,CExx307
gip,GIP_W36_V1,QE36001,QExx001
gip,GIP_W36_V1,QE36002,QExx002
gip,GIP_W36_V1,QE36003,QExx003
gip,GIP_W36_V1,QE36004,QExx004
gip,GIP_W36_V1,QE36005,QExx005
gip,GIP_W36_V1,QE36006,QExx006
gip,GIP_W36_V1,QE36007,QExx007
gip,GIP_W36_V1,QE36008_TXT_na,QExx008_TXT_na
gip,GIP_W37_V1,id_g,id_g
gip,GIP_W37_V1,hhid_g,hhid_g
gip,GIP_W37_V1,pid,pid
gip,GIP_W37_V1,gender_18,gender_18
gip,GIP_W37_V1,year_of_birth_cat_18,year_of_birth_cat_18
gip,GIP_W37_V1,educ_school_18,educ_school_18
gip,GIP_W37_V1,educ_job_18,educ_job_18
gip,GIP_W37_V1,marital_status_18,marital_status_18
gip,GIP_W37_V1,number_hh_members_18,number_hh_members_18
gip,GIP_W37_V1,occupation_18,occupation_18
gip,GIP_W37_V1,german_citizenship_18,german_citizenship_18
gip,GIP_W37_V1,internet_usage_18,internet_usage_18
gip,GIP_W37_V1,state_18,state_18
gip,GIP_W37_V1,sample,sample
gip,GIP_W37_V1,dDatum,dDatum
gip,GIP_W37_V1,online_status_wave,online_status_wave
gip,GIP_W37_V1,AA37401,AAxx401
gip,GIP_W37_V1,AA37402,AAxx402
gip,GIP_W37_V1,AA37403,AAxx403
gip,GIP_W37_V1,AA37404,AAxx404
gip,GIP_W37_V1,AA37405_NA,AAxx405_NA
gip,GIP_W37_V1,AA37406_NA,AAxx406_NA
gip,GIP_W37_V1,AA37408_NA,AAxx408_NA
gip,GIP_W37_V1,AA37400_TXT_NA,AAxx400_TXT_NA
gip,GIP_W37_V1,AA37409,AAxx409
gip,GIP_W37_V1,AA37410_NA,AAxx410_NA
gip,GIP_W37_V1,AA37210,AAxx210
gip,GIP_W37_V1,AA37411,AAxx411
gip,GIP_W37_V1,AA37412_NA,AAxx412_NA
gip,GIP_W37_V1,AA37211,AAxx211
gip,GIP_W37_V1,AA37307,AAxx307
gip,GIP_W37_V1,AA37004,AAxx004
gip,GIP_W37_V1,AA37057,AAxx057
gip,GIP_W37_V1,AA37413a,AAxx413a
gip,GIP_W37_V1,AA37414a,AAxx414a
gip,GIP_W37_V1,AA37415a,AAxx415a
gip,GIP_W37_V1,AA37413b,AAxx413b
gip,GIP_W37_V1,AA37414b,AAxx414b
gip,GIP_W37_V1,AA37415b,AAxx415b
gip,GIP_W37_V1,AA37413c,AAxx413c
gip,GIP_W37_V1,AA37414c,AAxx414c
gip,GIP_W37_V1,AA37415c,AAxx415c
gip,GIP_W37_V1,AA37413d,AAxx413d
gip,GIP_W37_V1,AA37414d,AAxx414d
gip,GIP_W37_V1,AA37415d,AAxx415d
gip,GIP_W37_V1,AA37430,AAxx430
gip,GIP_W37_V1,AA37303,AAxx303
gip,GIP_W37_V1,AA37305,AAxx305
gip,GIP_W37_V1,AA37450_a,AAxx450_a
gip,GIP_W37_V1,AA37450_b,AAxx450_b
gip,GIP_W37_V1,AA37450_c,AAxx450_c
gip,GIP_W37_V1,AA37450_d,AAxx450_d
gip,GIP_W37_V1,AA37450_e,AAxx450_e
gip,GIP_W37_V1,AA37450_f,AAxx450_f
gip,GIP_W37_V1,AA37450_g,AAxx450_g
gip,GIP_W37_V1,AA37450_h,AAxx450_h
gip,GIP_W37_V1,AA37450_i,AAxx450_i
gip,GIP_W37_V1,AA37450_j,AAxx450_j
gip,GIP_W37_V1,AA37450_k,AAxx450_k
gip,GIP_W37_V1,AA37450_l,AAxx450_l
gip,GIP_W37_V1,AA37450_m,AAxx450_m
gip,GIP_W37_V1,AA37450_n,AAxx450_n
gip,GIP_W37_V1,AA37450_o,AAxx450_o
gip,GIP_W37_V1,AA37450_p,AAxx450_p
gip,GIP_W37_V1,AA37450_q,AAxx450_q
gip,GIP_W37_V1,AA37451,AAxx451
gip,GIP_W37_V1,AA37006,AAxx006
gip,GIP_W37_V1,AA37452,AAxx452
gip,GIP_W37_V1,AA37453,AAxx453
gip,GIP_W37_V1,AA37454,AAxx454
gip,GIP_W37_V1,AA37455,AAxx455
gip,GIP_W37_V1,AA37456,AAxx456
gip,GIP_W37_V1,AA37457,AAxx457
gip,GIP_W37_V1,AA37458,AAxx458
gip,GIP_W37_V1,AA37427,AAxx427
gip,GIP_W37_V1,AA37428,AAxx428
gip,GIP_W37_V1,AA37429,AAxx429
gip,GIP_W37_V1,AA37309,AAxx309
gip,GIP_W37_V1,AA37440,AAxx440
gip,GIP_W37_V1,rotAA37023,rotAAxx023
gip,GIP_W37_V1,AA37023,AAxx023
gip,GIP_W37_V1,AA37024,AAxx024
gip,GIP_W37_V1,AA37025,AAxx025
gip,GIP_W37_V1,AA37026,AAxx026
gip,GIP_W37_V1,rotAA37027,rotAAxx027
gip,GIP_W37_V1,AA37027,AAxx027
gip,GIP_W37_V1,AA37028,AAxx028
gip,GIP_W37_V1,AA37029,AAxx029
gip,GIP_W37_V1,AA37030,AAxx030
gip,GIP_W37_V1,AA37031,AAxx031
gip,GIP_W37_V1,AA37032,AAxx032
gip,GIP_W37_V1,AA37033,AAxx033
gip,GIP_W37_V1,AA37034,AAxx034
gip,GIP_W37_V1,AA37035,AAxx035
gip,GIP_W37_V1,AA37036,AAxx036
gip,GIP_W37_V1,AA37037,AAxx037
gip,GIP_W37_V1,AA37040a,AAxx040a
gip,GIP_W37_V1,rndAA37041a10,rndAAxx041a10
gip,GIP_W37_V1,AA37041a10,AAxx041a10
gip,GIP_W37_V1,AA37041a3,AAxx041a3
gip,GIP_W37_V1,AA37041a4,AAxx041a4
gip,GIP_W37_V1,AA37041a5,AAxx041a5
gip,GIP_W37_V1,AA37041a6,AAxx041a6
gip,GIP_W37_V1,AA37041a9,AAxx041a9
gip,GIP_W37_V1,AA37042,AAxx042
gip,GIP_W37_V1,AA37043,AAxx043
gip,GIP_W37_V1,AA37044,AAxx044
gip,GIP_W37_V1,AA37045,AAxx045
gip,GIP_W37_V1,AA37046,AAxx046
gip,GIP_W37_V1,AA37047,AAxx047
gip,GIP_W37_V1,AA37048,AAxx048
gip,GIP_W37_V1,AA37049,AAxx049
gip,GIP_W37_V1,AA37050,AAxx050
gip,GIP_W37_V1,AA37051,AAxx051
gip,GIP_W37_V1,AA37052,AAxx052
gip,GIP_W37_V1,AA37053,AAxx053
gip,GIP_W37_V1,AA37054,AAxx054
gip,GIP_W37_V1,AA37055,AAxx055
gip,GIP_W37_V1,AA37465,AAxx465
gip,GIP_W37_V1,AA37056,AAxx056
gip,GIP_W37_V1,AA37038,AAxx038
gip,GIP_W37_V1,QE37001,QExx001
gip,GIP_W37_V1,QE37002,QExx002
gip,GIP_W37_V1,QE37003,QExx003
gip,GIP_W37_V1,QE37004,QExx004
gip,GIP_W37_V1,QE37005,QExx005
gip,GIP_W37_V1,QE37006,QExx006
gip,GIP_W37_V1,QE37007,QExx007
gip,GIP_W37_V1,QE37008_TXT_NA,QExx008_TXT_NA
gip,GIP_W38_V1,id_g,id_g
gip,GIP_W38_V1,hhid_g,hhid_g
gip,GIP_W38_V1,pid,pid
gip,GIP_W38_V1,gender_18,gender_18
gip,GIP_W38_V1,year_of_birth_cat_18,year_of_birth_cat_18
gip,GIP_W38_V1,educ_school_18,educ_school_18
gip,GIP_W38_V1,educ_job_18,educ_job_18
gip,GIP_W38_V1,marital_status_18,marital_status_18
gip,GIP_W38_V1,number_hh_members_18,number_hh_members_18
gip,GIP_W38_V1,occupation_18,occupation_18
gip,GIP_W38_V1,german_citizenship_18,german_citizenship_18
gip,GIP_W38_V1,internet_usage_18,internet_usage_18
gip,GIP_W38_V1,state_18,state_18
gip,GIP_W38_V1,sample,sample
gip,GIP_W38_V1,dDatum,dDatum
gip,GIP_W38_V1,online_status_wave,online_status_wave
gip,GIP_W38_V1,expZF38092,expZFxx092
gip,GIP_W38_V1,ZF38092,ZFxx092
gip,GIP_W38_V1,ZF38093,ZFxx093
gip,GIP_W38_V1,ZF38094,ZFxx094
gip,GIP_W38_V1,ZF38095,ZFxx095
gip,GIP_W38_V1,ZF38096,ZFxx096
gip,GIP_W38_V1,ZF38097,ZFxx097
gip,GIP_W38_V1,BG38001,BGxx001
gip,GIP_W38_V1,BG38002,BGxx002
gip,GIP_W38_V1,BG38003,BGxx003
gip,GIP_W38_V1,BG38004,BGxx004
gip,GIP_W38_V1,BG38005,BGxx005
gip,GIP_W38_V1,BG38006_a,BGxx006_a
gip,GIP_W38_V1,BG38006_b,BGxx006_b
gip,GIP_W38_V1,BG38006_c,BGxx006_c
gip,GIP_W38_V1,BG38006_d,BGxx006_d
gip,GIP_W38_V1,BG38006_e,BGxx006_e
gip,GIP_W38_V1,BG38006_f,BGxx006_f
gip,GIP_W38_V1,BG38007,BGxx007
gip,GIP_W38_V1,BG38008,BGxx008
gip,GIP_W38_V1,BG38009,BGxx009
gip,GIP_W38_V1,BG38010,BGxx010
gip,GIP_W38_V1,BG38011,BGxx011
gip,GIP_W38_V1,ZF38116_js,ZFxx116_js
gip,GIP_W38_V1,expZF38116,expZFxx116
gip,GIP_W38_V1,ZF38116,ZFxx116
gip,GIP_W38_V1,ZF38117,ZFxx117
gip,GIP_W38_V1,rndCE38153,rndCExx153
gip,GIP_W38_V1,CE38153,CExx153
gip,GIP_W38_V1,CE38154,CExx154
gip,GIP_W38_V1,CE38155,CExx155
gip,GIP_W38_V1,CE38156,CExx156
gip,GIP_W38_V1,CE38312,CExx312
gip,GIP_W38_V1,CE38313,CExx313
gip,GIP_W38_V1,CE38056,CExx056
gip,GIP_W38_V1,rndCE38250,rndCExx250
gip,GIP_W38_V1,CE38250,CExx250
gip,GIP_W38_V1,CE38252,CExx252
gip,GIP_W38_V1,CE38254,CExx254
gip,GIP_W38_V1,CE38256,CExx256
gip,GIP_W38_V1,CE38258,CExx258
gip,GIP_W38_V1,CE38260,CExx260
gip,GIP_W38_V1,CE38262,CExx262
gip,GIP_W38_V1,rndCE38280,rndCExx280
gip,GIP_W38_V1,CE38280,CExx280
gip,GIP_W38_V1,CE38281,CExx281
gip,GIP_W38_V1,CE38282,CExx282
gip,GIP_W38_V1,CE38283,CExx283
gip,GIP_W38_V1,CE38284,CExx284
gip,GIP_W38_V1,CE38291,CExx291
gip,GIP_W38_V1,expCE38314,expCExx314
gip,GIP_W38_V1,CE38314,CExx314
gip,GIP_W38_V1,CE38315,CExx315
gip,GIP_W38_V1,CE38316,CExx316
gip,GIP_W38_V1,CE38317,CExx317
gip,GIP_W38_V1,CE38318,CExx318
gip,GIP_W38_V1,CE38319,CExx319
gip,GIP_W38_V1,CE38320,CExx320
gip,GIP_W38_V1,CE38321,CExx321
gip,GIP_W38_V1,CE38322,CExx322
gip,GIP_W38_V1,CE38323,CExx323
gip,GIP_W38_V1,CE38324,CExx324
gip,GIP_W38_V1,CE38325,CExx325
gip,GIP_W38_V1,CE38326,CExx326
gip,GIP_W38_V1,CE38327,CExx327
gip,GIP_W38_V1,CE38328,CExx328
gip,GIP_W38_V1,CE38329,CExx329
gip,GIP_W38_V1,expCE38330,expCExx330
gip,GIP_W38_V1,CE38330,CExx330
gip,GIP_W38_V1,CE38331,CExx331
gip,GIP_W38_V1,CE38332,CExx332
gip,GIP_W38_V1,CE38333,CExx333
gip,GIP_W38_V1,CE38334,CExx334
gip,GIP_W38_V1,CE38335,CExx335
gip,GIP_W38_V1,CE38336,CExx336
gip,GIP_W38_V1,CE38337,CExx337
gip,GIP_W38_V1,CE38338,CExx338
gip,GIP_W38_V1,CE38339,CExx339
gip,GIP_W38_V1,CE38340,CExx340
gip,GIP_W38_V1,CE38341,CExx341
gip,GIP_W38_V1,CE38342,CExx342
gip,GIP_W38_V1,CE38343,CExx343
gip,GIP_W38_V1,CE38344,CExx344
gip,GIP_W38_V1,CE38345,CExx345
gip,GIP_W38_V1,CE38346,CExx346
gip,GIP_W38_V1,rndZH38352,rndZHxx352
gip,GIP_W38_V1,CE38347,CExx347
gip,GIP_W38_V1,CE38348,CExx348
gip,GIP_W38_V1,CE38349,CExx349
gip,GIP_W38_V1,CE38350,CExx350
gip,GIP_W38_V1,CE38351,CExx351
gip,GIP_W38_V1,CE38352,CExx352
gip,GIP_W38_V1,ZF38098,ZFxx098
gip,GIP_W38_V1,ZF38099,ZFxx099
gip,GIP_W38_V1,ZF38100,ZFxx100
gip,GIP_W38_V1,ZF38101,ZFxx101
gip,GIP_W38_V1,ZF38102,ZFxx102
gip,GIP_W38_V1,ZF38103,ZFxx103
gip,GIP_W38_V1,ZF38104,ZFxx104
gip,GIP_W38_V1,ZF38105,ZFxx105
gip,GIP_W38_V1,ZF38106,ZFxx106
gip,GIP_W38_V1,ZF38107,ZFxx107
gip,GIP_W38_V1,ZF38108,ZFxx108
gip,GIP_W38_V1,ZF38109,ZFxx109
gip,GIP_W38_V1,ZF38110,ZFxx110
gip,GIP_W38_V1,ZF38111,ZFxx111
gip,GIP_W38_V1,ZF38112,ZFxx112
gip,GIP_W38_V1,ZF38113,ZFxx113
gip,GIP_W38_V1,ZF38114,ZFxx114
gip,GIP_W38_V1,ZF38115,ZFxx115
gip,GIP_W38_V1,QE38001,QExx001
gip,GIP_W38_V1,QE38002,QExx002
gip,GIP_W38_V1,QE38003,QExx003
gip,GIP_W38_V1,QE38004,QExx004
gip,GIP_W38_V1,QE38005,QExx005
gip,GIP_W38_V1,QE38006,QExx006
gip,GIP_W38_V1,QE38007,QExx007
gip,GIP_W38_V1,QE38008_TXT_na,QExx008_TXT_na
gip,GIP_W39_V1,id_g,id_g
gip,GIP_W39_V1,hhid_g,hhid_g
gip,GIP_W39_V1,pid,pid
gip,GIP_W39_V1,gender_18,gender_18
gip,GIP_W39_V1,year_of_birth_cat_18,year_of_birth_cat_18
gip,GIP_W39_V1,educ_school_18,educ_school_18
gip,GIP_W39_V1,educ_job_18,educ_job_18
gip,GIP_W39_V1,marital_status_18,marital_status_18
gip,GIP_W39_V1,number_hh_members_18,number_hh_members_18
gip,GIP_W39_V1,occupation_18,occupation_18
gip,GIP_W39_V1,german_citizenship_18,german_citizenship_18
gip,GIP_W39_V1,internet_usage_18,internet_usage_18
gip,GIP_W39_V1,state_18,state_18
gip,GIP_W39_V1,sample,sample
gip,GIP_W39_V1,dDatum,dDatum
gip,GIP_W39_V1,online_status_wave,online_status_wave
gip,GIP_W39_V1,AA39005,AAxx005
gip,GIP_W39_V1,AC39086,ACxx086
gip,GIP_W39_V1,AC39050,ACxx050
gip,GIP_W39_V1,AC39051,ACxx051
gip,GIP_W39_V1,AC39080,ACxx080
gip,GIP_W39_V1,AC39148,ACxx148
gip,GIP_W39_V1,AC39056,ACxx056
gip,GIP_W39_V1,AC39058,ACxx058
gip,GIP_W39_V1,AC39088,ACxx088
gip,GIP_W39_V1,AC39180_a,ACxx180_a
gip,GIP_W39_V1,AC39180_b,ACxx180_b
gip,GIP_W39_V1,AC39180_c,ACxx180_c
gip,GIP_W39_V1,AC39180_d,ACxx180_d
gip,GIP_W39_V1,AC39180_e,ACxx180_e
gip,GIP_W39_V1,AC39180_f,ACxx180_f
gip,GIP_W39_V1,AC39180_g,ACxx180_g
gip,GIP_W39_V1,AC39180_h,ACxx180_h
gip,GIP_W39_V1,AC39180_i,ACxx180_i
gip,GIP_W39_V1,AC39094_a,ACxx094_a
gip,GIP_W39_V1,AC39094_b,ACxx094_b
gip,GIP_W39_V1,AC39094_c,ACxx094_c
gip,GIP_W39_V1,AC39094_d,ACxx094_d
gip,GIP_W39_V1,AC39094_e,ACxx094_e
gip,GIP_W39_V1,AC39094_f,ACxx094_f
gip,GIP_W39_V1,AC39094_g,ACxx094_g
gip,GIP_W39_V1,expAC39196a,expACxx196a
gip,GIP_W39_V1,expAC39196b,expACxx196b
gip,GIP_W39_V1,AC39196,ACxx196
gip,GIP_W39_V1,rndAC39197,rndACxx197
gip,GIP_W39_V1,expAC39197a1,expACxx197a1
gip,GIP_W39_V1,expAC39197b1,expACxx197b1
gip,GIP_W39_V1,expAC39197c1,expACxx197c1
gip,GIP_W39_V1,expAC39197d1,expACxx197d1
gip,GIP_W39_V1,expAC39197e1,expACxx197e1
gip,GIP_W39_V1,expAC39197a2,expACxx197a2
gip,GIP_W39_V1,expAC39197b2,expACxx197b2
gip,GIP_W39_V1,expAC39197c2,expACxx197c2
gip,GIP_W39_V1,expAC39197d2,expACxx197d2
gip,GIP_W39_V1,expAC39197e2,expACxx197e2
gip,GIP_W39_V1,AC39197,ACxx197
gip,GIP_W39_V1,expAC39198a1,expACxx198a1
gip,GIP_W39_V1,expAC39198b1,expACxx198b1
gip,GIP_W39_V1,expAC39198c1,expACxx198c1
gip,GIP_W39_V1,expAC39198d1,expACxx198d1
gip,GIP_W39_V1,expAC39198e1,expACxx198e1
gip,GIP_W39_V1,expAC39198a2,expACxx198a2
gip,GIP_W39_V1,expAC39198b2,expACxx198b2
gip,GIP_W39_V1,expAC39198c2,expACxx198c2
gip,GIP_W39_V1,expAC39198d2,expACxx198d2
gip,GIP_W39_V1,expAC39198e2,expACxx198e2
gip,GIP_W39_V1,AC39198,ACxx198
gip,GIP_W39_V1,AC39065,ACxx065
gip,GIP_W39_V1,AC39067,ACxx067
gip,GIP_W39_V1,AC39199,ACxx199
gip,GIP_W39_V1,AC39200,ACxx200
